,acc,prec0,prec1,rec0,rec1,auroc,auprc,minpse,f1_score
0,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.6545424205341883,0.2550229789598759,0.3111111111111111,
1,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.727568543371191,0.32607748139988646,0.36787564766839376,
2,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.7522476966797804,0.3664787616169682,0.4098360655737705,
3,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.7580274881420727,0.36304830261545146,0.41208791208791207,
4,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.7469659887337048,0.3458869336170342,0.4044943820224719,
5,0.8626842498779297,0.8688783645629883,0.52173912525177,0.9900990128517151,0.06741572916507721,0.7115616055987621,0.293526834764996,0.3651685393258427,0.11940298612063305
6,0.8611326813697815,0.8657770752906799,0.46666666865348816,0.9927992820739746,0.03932584449648857,0.7767726210823329,0.3636219384810979,0.4221105527638191,0.07253886051927048
7,0.8650116324424744,0.8793522119522095,0.5370370149612427,0.9774977564811707,0.16292135417461395,0.7915381425783029,0.3875404256029562,0.4603174603174603,0.24999999918495394
8,0.8626842498779297,0.8730031847953796,0.5135135054588318,0.9837983846664429,0.10674156993627548,0.7683380697620324,0.36088077779504757,0.4044943820224719,0.1767441876924897
9,0.8650116324424744,0.8855966925621033,0.5270270109176636,0.9684968590736389,0.21910113096237183,0.79185165707582,0.38576514657707867,0.43820224719101125,0.30952381409665236
10,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.7928124273101468,0.37438415243607504,0.441340782122905,
11,0.8681148290634155,0.8749004006385803,0.6176470518112183,0.9882988333702087,0.11797752976417542,0.7972066869608309,0.3820695864927639,0.41304347826086957,0.19811321757322745
12,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.8021167285267853,0.39313348587115376,0.449438202247191,
13,0.8688905835151672,0.8848039507865906,0.5692307949066162,0.9747974872589111,0.2078651636838913,0.8114867666541934,0.41818496071375316,0.4540540540540541,0.30452674159543536
14,0.8619084358215332,0.8619084358215332,,1.0,0.0,0.8144651543806066,0.4187335086082824,0.449438202247191,
15,0.8665632009506226,0.8783239126205444,0.5625,0.9810981154441833,0.15168538689613342,0.8129279220056838,0.4343479596403971,0.44680851063829785,0.23893805517456873
16,0.8688905835151672,0.8774038553237915,0.6097561120986938,0.9855985641479492,0.1404494345188141,0.8144651543806065,0.44309593787179674,0.449438202247191,0.22831050750523793
17,0.8688905835151672,0.8744038343429565,0.6451612710952759,0.9900990128517151,0.11235955357551575,0.8159568765865352,0.4407985302944385,0.4340659340659341,0.19138757086414812
18,0.867339015007019,0.8694968819618225,0.7058823704719543,0.9954995512962341,0.06741572916507721,0.8132920033576391,0.43645034253646603,0.4606741573033708,0.12307692376192578
19,0.8681148290634155,0.8701809644699097,0.7222222089767456,0.9954995512962341,0.07303370535373688,0.821256282931664,0.4482623131545145,0.43820224719101125,0.13265305934400173
20,0.8704422116279602,0.8818770051002502,0.6037735939025879,0.9810981154441833,0.17977528274059296,0.8222625633349852,0.4173777346430091,0.4444444444444444,0.27705627492167556
21,0.8681148290634155,0.8853398561477661,0.5588235259056091,0.9729973077774048,0.21348313987255096,0.8202348324720111,0.44307549101809574,0.44751381215469616,0.3089430764474119
22,0.8642358183860779,0.8798701167106628,0.5263158082962036,0.9756975769996643,0.16853933036327362,0.8197847874675109,0.4130086981017421,0.4692737430167598,0.2553191508627306
