,acc,prec0,prec1,rec0,rec1,auroc,auprc,minpse,f1_score
0,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.6572633455053339,0.24495106182379828,0.30078125,
1,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.7315474273030592,0.3533743754070202,0.3657587548638132,
2,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.7347452227052879,0.33006972448917976,0.37549407114624506,
3,0.8702171444892883,0.8700827956199646,1.0,1.0,0.007905138656497002,0.7120502806300597,0.318330380350392,0.32941176470588235,0.015686275335984805
4,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.7734032772700233,0.33938373380598763,0.41732283464566927,
5,0.8728024959564209,0.8880475759506226,0.5411764979362488,0.9767995476722717,0.1818181872367859,0.7897473036236194,0.4074396831686133,0.4108527131782946,0.27218935864340926
6,0.8764219284057617,0.8763048052787781,0.8888888955116272,0.9988102316856384,0.06324110925197601,0.7916589269045105,0.41587845825829206,0.42913385826771655,0.11808118343692517
7,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.7871867159816879,0.409710098748304,0.3763440860215054,
8,0.8712512850761414,0.8878656625747681,0.5227272510528564,0.975014865398407,0.1818181872367859,0.8010007218552858,0.4227450332516466,0.4431818181818182,0.2697947244862485
9,0.8702171444892883,0.8885869383811951,0.5106382966041565,0.9726353287696838,0.18972331285476685,0.793622279228673,0.40766990584618745,0.42292490118577075,0.2766570525677498
10,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.8025314312720879,0.43946671314630315,0.45525291828793774,
11,0.8717683553695679,0.889613926410675,0.5263158082962036,0.973230242729187,0.197628453373909,0.8022821913363258,0.41661189677785326,0.4470588235294118,0.28735632514257453
12,0.8748707175254822,0.877690315246582,0.6896551847457886,0.9946460723876953,0.07905138283967972,0.8018871695513448,0.42019938593124384,0.4474708171206226,0.14184397236610774
13,0.8733195662498474,0.8889490962028503,0.5454545617103577,0.9762046337127686,0.18972331285476685,0.8074339337821221,0.43153479436632125,0.4555984555984556,0.2815249208108937
14,0.8743536472320557,0.8768343925476074,0.692307710647583,0.9952409267425537,0.07114624232053757,0.8101873296762468,0.4215783113707939,0.4357976653696498,0.12903225261965126
15,0.8743536472320557,0.8744791746139526,0.8571428656578064,0.9988102316856384,0.04743082821369171,0.8208975929535638,0.4315367402938731,0.4426877470355731,0.08988763869822929
16,0.8800413608551025,0.8872261047363281,0.6666666865348816,0.9875074625015259,0.1660079061985016,0.8203614919596607,0.44194823523820054,0.4426877470355731,0.26582277823461065
17,0.8759048581123352,0.8892490267753601,0.5783132314682007,0.9791790843009949,0.18972331285476685,0.8227621898314809,0.44271074947040895,0.44664031620553357,0.2857142748034511
18,0.8707342147827148,0.8886474967002869,0.5161290168762207,0.973230242729187,0.18972331285476685,0.8202509799126719,0.45373322350905276,0.46153846153846156,0.2774566373664874
19,0.880558431148529,0.8897849321365356,0.6486486196517944,0.9845330119132996,0.18972331285476685,0.825325128793561,0.4654793915278256,0.4560260586319218,0.2935779699376969
20,0.8759048581123352,0.8905149102210999,0.5730336904525757,0.9773944020271301,0.20158103108406067,0.8271756177505861,0.4477262703905662,0.45907473309608543,0.29824562689021267
21,0.8691830635070801,0.8691830635070801,,1.0,0.0,0.8304098586151194,0.4398154371166198,0.4645669291338583,
22,0.8779731392860413,0.8853333592414856,0.6440678238868713,0.9875074625015259,0.15019762516021729,0.8270627543834487,0.45684501022705576,0.4624505928853755,0.24358974120296145
23,0.8753877878189087,0.8765690326690674,0.7727272510528564,0.9970256090164185,0.06719367951154709,0.819411558619587,0.42879110633660283,0.4549019607843137,0.12363636839389788
24,0.8665977120399475,0.8933112025260925,0.47999998927116394,0.9613325595855713,0.23715415596961975,0.8266818405193596,0.46072151340638007,0.45849802371541504,0.3174603202852848
25,0.8748707175254822,0.8925259113311768,0.5544554591178894,0.973230242729187,0.22134387493133545,0.8368324896012866,0.46061660445810315,0.47035573122529645,0.3163841844447866
26,0.8738366365432739,0.8779589533805847,0.6363636255264282,0.9928613901138306,0.0830039530992508,0.8339568250594298,0.44517055832521674,0.4588235294117647,0.14685315043615882
27,0.8764219284057617,0.8884698152542114,0.5897436141967773,0.9809637069702148,0.1818181872367859,0.8387158970403934,0.4540125945152517,0.4745098039215686,0.27794562838259274
28,0.8733195662498474,0.8949394822120667,0.5344827771186829,0.9678762555122375,0.2450592815876007,0.8394777247685713,0.4466829777720645,0.47244094488188976,0.3360433447082675
29,0.8748707175254822,0.8946791291236877,0.5495495200157166,0.9702557921409607,0.24110671877861023,0.8436513180325094,0.4517674417293351,0.4624505928853755,0.33516484173638994
30,0.8753877878189087,0.8846153616905212,0.5967742204666138,0.9851279258728027,0.1462450623512268,0.8409308406204664,0.4487052788912213,0.4756554307116105,0.23492064095768886
31,0.8738366365432739,0.8815719485282898,0.5882353186607361,0.9875074625015259,0.11857707798480988,0.8463694441244036,0.4642027198690414,0.46484375,0.19736843059288336
32,0.8707342147827148,0.8946497440338135,0.5123966932296753,0.964901864528656,0.2450592815876007,0.8480670972717633,0.4603773515875005,0.45849802371541504,0.3315508086169883
33,0.878490149974823,0.8895474076271057,0.6153846383094788,0.9821534752845764,0.18972331285476685,0.845878018213326,0.4632431697017018,0.46387832699619774,0.2900302054927506
34,0.8748707175254822,0.8825092911720276,0.6037735939025879,0.9875074625015259,0.12648221850395203,0.8433221332116917,0.4593986856971371,0.4671814671814672,0.20915032572669706
35,0.8743536472320557,0.8907608985900879,0.5531914830207825,0.975014865398407,0.20553359389305115,0.8399056650356342,0.4497359808561441,0.4505928853754941,0.2997118232728584
36,0.879524290561676,0.8999999761581421,0.5806451439857483,0.9690660238265991,0.28458496928215027,0.8466327919810579,0.4626523797155269,0.4676258992805755,0.3819628642664693
37,0.8748707175254822,0.904440701007843,0.5354838967323303,0.9571683406829834,0.3280632495880127,0.8486055495858151,0.4600778485441954,0.47035573122529645,0.406862759057494
38,0.8779731392860413,0.8890683650970459,0.6103895902633667,0.9821534752845764,0.18577075004577637,0.8536914550674476,0.4679338048625249,0.47692307692307695,0.284848481549157
39,0.8753877878189087,0.896039605140686,0.5517241358757019,0.9690660238265991,0.25296443700790405,0.848713710312655,0.46967983610608155,0.4763779527559055,0.34688347795304625
40,0.8800413608551025,0.8969863057136536,0.5963302850723267,0.9738250970840454,0.25691699981689453,0.8509027893710923,0.4706177134087279,0.4743083003952569,0.3591160275666786
41,0.8790072202682495,0.9044158458709717,0.565517246723175,0.9625223278999329,0.3241106867790222,0.8452784315754079,0.46267072874975307,0.4743083003952569,0.4120603149212542
